字頻序號,字,部首,筆畫,出現頻次,累積頻次,出現百分比,累積百分比
1062,軟,車,11,176,1078016,0.01458189,89.31537226
1063,勝,力,12,176,1078192,0.01458189,89.32995415
1064,距,足,12,176,1078368,0.01458189,89.34453604
1065,架,木,9,175,1078543,0.01449903,89.35903507
1066,激,水,16,175,1078718,0.01449903,89.37353410
1067,抱,手,8,174,1078892,0.01441618,89.38795028
1068,秀,禾,7,174,1079066,0.01441618,89.40236646
1069,況,水,8,174,1079240,0.01441618,89.41678264
1070,抓,手,7,173,1079413,0.01433333,89.43111597
1071,婚,女,11,173,1079586,0.01433333,89.44544930
1072,超,走,12,173,1079759,0.01433333,89.45978263
1073,刺,刀,8,172,1079931,0.01425048,89.47403311
1074,描,手,12,172,1080103,0.01425048,89.48828359
1075,惡,心,12,172,1080275,0.01425048,89.50253407
1076,尤,尢,4,171,1080446,0.01416763,89.51670170
1077,戶,戶,4,171,1080617,0.01416763,89.53086933
1078,吳,口,7,171,1080788,0.01416763,89.54503696
1079,逃,ひ,10,171,1080959,0.01416763,89.55920459
1080,氧,气,10,171,1081130,0.01416763,89.57337222
1081,困,囗,7,170,1081300,0.01408478,89.58745700
1082,述,ひ,9,170,1081470,0.01408478,89.60154178
1083,浪,水,10,170,1081640,0.01408478,89.61562656
1084,威,女,9,169,1081809,0.01400192,89.62962848
1085,染,木,9,169,1081978,0.01400192,89.64363040
1086,街,行,12,169,1082147,0.01400192,89.65763232
1087,篇,竹,15,169,1082316,0.01400192,89.67163424
1088,縮,糸,17,169,1082485,0.01400192,89.68563616
1089,聰,耳,17,169,1082654,0.01400192,89.69963808
1090,隔,阜,13,168,1082822,0.01391907,89.71355715
1091,銅,金,14,168,1082990,0.01391907,89.72747622
1092,州,と,6,167,1083157,0.01383622,89.74131244
1093,封,寸,9,167,1083324,0.01383622,89.75514866
1094,致,至,9,167,1083491,0.01383622,89.76898488
1095,貼,貝,12,167,1083658,0.01383622,89.78282110
1096,箭,竹,15,167,1083825,0.01383622,89.79665732
1097,橋,木,16,167,1083992,0.01383622,89.81049354
1098,危,つ,6,166,1084158,0.01375337,89.82424691
1099,孝,子,7,166,1084324,0.01375337,89.83800028
1100,限,阜,9,166,1084490,0.01375337,89.85175365
1101,溪,水,13,166,1084656,0.01375337,89.86550702
1102,鞋,革,15,166,1084822,0.01375337,89.87926039
1103,姓,女,8,165,1084987,0.01367052,89.89293091
1104,烏,火,10,165,1085152,0.01367052,89.90660143
1105,牆,爿,17,165,1085317,0.01367052,89.92027195
1106,猜,犬,11,164,1085481,0.01358767,89.93385962
1107,淡,水,11,164,1085645,0.01358767,89.94744729
1108,敵,の,15,164,1085809,0.01358767,89.96103496
1109,固,囗,8,163,1085972,0.01350481,89.97453977
1110,掃,手,11,163,1086135,0.01350481,89.98804458
1111,逐,ひ,11,163,1086298,0.01350481,90.00154939
1112,勤,力,13,163,1086461,0.01350481,90.01505420
1113,棒,木,12,163,1086624,0.01350481,90.02855901
1114,載,車,13,163,1086787,0.01350481,90.04206382
1115,悟,心,10,162,1086949,0.01342196,90.05548578
1116,效,の,10,162,1087111,0.01342196,90.06890774
1117,普,日,12,162,1087273,0.01342196,90.08232970
1118,姆,女,8,161,1087434,0.01333911,90.09566881
1119,既,は,9,161,1087595,0.01333911,90.10900792
1120,掛,手,11,161,1087756,0.01333911,90.12234703
1121,盒,皿,11,161,1087917,0.01333911,90.13568614
1122,惜,心,11,161,1088078,0.01333911,90.14902525
1123,硬,石,12,161,1088239,0.01333911,90.16236436
1124,播,手,15,161,1088400,0.01333911,90.17570347
1125,慶,心,15,161,1088561,0.01333911,90.18904258
1126,宜,で,8,160,1088721,0.01325626,90.20229884
1127,妻,女,8,160,1088881,0.01325626,90.21555510
1128,獵,犬,18,160,1089041,0.01325626,90.22881136
1129,舊,臼,18,160,1089201,0.01325626,90.24206762
1130,后,口,6,159,1089360,0.01317341,90.25524103
1131,司,口,5,159,1089519,0.01317341,90.26841444
1132,缺,缶,10,159,1089678,0.01317341,90.28158785
1133,淚,水,11,159,1089837,0.01317341,90.29476126
1134,證,言,19,159,1089996,0.01317341,90.30793467
1135,蓮,艸,15,158,1090154,0.01309056,90.32102523
1136,蘇,艸,20,158,1090312,0.01309056,90.33411579
1137,享,ぞ,8,157,1090469,0.01300770,90.34712349
1138,財,貝,10,157,1090626,0.01300770,90.36013119
1139,尊,寸,12,157,1090783,0.01300770,90.37313889
1140,躲,身,13,157,1090940,0.01300770,90.38614659
1141,滴,水,14,157,1091097,0.01300770,90.39915429
1142,翻,羽,18,157,1091254,0.01300770,90.41216199
1143,寄,で,11,156,1091410,0.01292485,90.42508684
1144,遍,ひ,13,156,1091566,0.01292485,90.43801169
1145,繁,糸,17,156,1091722,0.01292485,90.45093654
1146,捕,手,10,155,1091877,0.01284200,90.46377854
1147,登,ぱ,12,155,1092032,0.01284200,90.47662054
1148,煩,火,13,155,1092187,0.01284200,90.48946254
1149,瓜,瓜,5,154,1092341,0.01275915,90.50222169
1150,弄,廾,7,154,1092495,0.01275915,90.51498084
1151,抽,手,8,154,1092649,0.01275915,90.52773999
1152,淨,水,11,154,1092803,0.01275915,90.54049914
1153,窮,穴,15,154,1092957,0.01275915,90.55325829
1154,鋼,金,16,154,1093111,0.01275915,90.56601744
1155,乳,乙,8,153,1093264,0.01267630,90.57869374
1156,厚,厂,9,153,1093417,0.01267630,90.59137004
1157,膠,肉,15,153,1093570,0.01267630,90.60404634
1158,權,木,22,153,1093723,0.01267630,90.61672264
1159,讚,言,26,153,1093876,0.01267630,90.62939894
1160,傑,人,12,152,1094028,0.01259345,90.64199239
1161,髮,髟,15,152,1094180,0.01259345,90.65458584
1162,覽,見,21,152,1094332,0.01259345,90.66717929
1163,均,土,7,151,1094483,0.01251059,90.67968988
1164,剪,刀,11,151,1094634,0.01251059,90.69220047
1165,禁,示,13,151,1094785,0.01251059,90.70471106
1166,汽,水,7,150,1094935,0.01242774,90.71713880
1167,肥,肉,8,150,1095085,0.01242774,90.72956654
1168,雷,雨,13,150,1095235,0.01242774,90.74199428
1169,狼,犬,10,149,1095384,0.01234489,90.75433917
1170,僅,人,13,149,1095533,0.01234489,90.76668406
1171,摸,手,14,149,1095682,0.01234489,90.77902895
1172,鼻,鼻,14,149,1095831,0.01234489,90.79137384
1173,糖,米,16,149,1095980,0.01234489,90.80371873
1174,默,黑,16,149,1096129,0.01234489,90.81606362
1175,婦,女,11,148,1096277,0.01226204,90.82832566
1176,鹿,鹿,11,148,1096425,0.01226204,90.84058770
1177,池,水,6,147,1096572,0.01217919,90.85276689
1178,胡,肉,9,147,1096719,0.01217919,90.86494608
1179,剩,刀,12,147,1096866,0.01217919,90.87712527
1180,聊,耳,11,147,1097013,0.01217919,90.88930446
1181,避,ひ,17,147,1097160,0.01217919,90.90148365
1182,折,手,7,146,1097306,0.01209634,90.91357999
1183,冒,た,9,146,1097452,0.01209634,90.92567633
1184,套,大,10,146,1097598,0.01209634,90.93777267
1185,付,人,5,145,1097743,0.01201348,90.94978615
1186,繩,糸,19,145,1097888,0.01201348,90.96179963
1187,宇,で,6,145,1098033,0.01201348,90.97381311
1188,革,革,9,145,1098178,0.01201348,90.98582659
1189,楊,木,13,145,1098323,0.01201348,90.99784007
1190,舒,舌,12,145,1098468,0.01201348,91.00985355
1191,協,十,8,145,1098613,0.01201348,91.02186703
1192,招,手,8,144,1098757,0.01193063,91.03379766
1193,敗,の,11,144,1098901,0.01193063,91.04572829
1194,蒙,艸,14,144,1099045,0.01193063,91.05765892
1195,億,人,15,144,1099189,0.01193063,91.06958955
1196,廳,な,25,144,1099333,0.01193063,91.08152018
1197,獅,犬,13,143,1099476,0.01184778,91.09336796
1198,肌,肉,6,142,1099618,0.01176493,91.10513289
1199,攻,の,7,142,1099760,0.01176493,91.11689782
1200,訊,言,10,141,1099901,0.01168208,91.12857990
1201,退,ひ,10,141,1100042,0.01168208,91.14026198
1202,徒,彳,10,141,1100183,0.01168208,91.15194406
1203,幣,巾,14,141,1100324,0.01168208,91.16362614
1204,佳,人,8,140,1100464,0.01159923,91.17522537
1205,版,片,8,140,1100604,0.01159923,91.18682460
1206,核,木,10,140,1100744,0.01159923,91.19842383
1207,粗,米,11,140,1100884,0.01159923,91.21002306
1208,腿,肉,14,140,1101024,0.01159923,91.22162229
1209,喊,口,12,139,1101163,0.01151638,91.23313867
1210,補,衣,13,139,1101302,0.01151638,91.24465505
1211,辨,辛,16,139,1101441,0.01151638,91.25617143
1212,繞,糸,18,139,1101580,0.01151638,91.26768781
1213,域,土,11,138,1101718,0.01143352,91.27912133
1214,滾,水,14,138,1101856,0.01143352,91.29055485
1215,獻,犬,20,138,1101994,0.01143352,91.30198837
1216,昆,日,8,137,1102131,0.01135067,91.31333904
1217,洛,水,9,137,1102268,0.01135067,91.32468971
1218,咪,口,9,137,1102405,0.01135067,91.33604038
1219,弱,弓,10,137,1102542,0.01135067,91.34739105
1220,陰,阜,11,137,1102679,0.01135067,91.35874172
1221,莉,艸,11,137,1102816,0.01135067,91.37009239
1222,溶,水,13,137,1102953,0.01135067,91.38144306
1223,滅,水,13,136,1103089,0.01126782,91.39271088
1224,阻,阜,8,135,1103224,0.01118497,91.40389585
1225,訪,言,11,135,1103359,0.01118497,91.41508082
1226,湯,水,12,135,1103494,0.01118497,91.42626579
1227,磁,石,14,135,1103629,0.01118497,91.43745076
1228,遺,ひ,16,135,1103764,0.01118497,91.44863573
1229,宗,で,8,134,1103898,0.01110212,91.45973785
1230,冠,だ,9,134,1104032,0.01110212,91.47083997
1231,紋,糸,10,134,1104166,0.01110212,91.48194209
1232,隆,阜,12,134,1104300,0.01110212,91.49304421
1233,潔,水,15,134,1104434,0.01110212,91.50414633
1234,郵,邑,12,133,1104567,0.01101927,91.51516560
1235,尚,小,8,133,1104700,0.01101927,91.52618487
1236,粒,米,11,133,1104833,0.01101927,91.53720414
1237,斜,斗,11,133,1104966,0.01101927,91.54822341
1238,裂,衣,12,133,1105099,0.01101927,91.55924268
1239,沿,水,8,133,1105232,0.01101927,91.57026195
1240,誠,言,13,133,1105365,0.01101927,91.58128122
1241,碼,石,15,133,1105498,0.01101927,91.59230049
1242,慧,心,15,133,1105631,0.01101927,91.60331976
1243,擺,手,18,133,1105764,0.01101927,91.61433903
1244,側,人,11,132,1105896,0.01093641,91.62527544
1245,借,人,10,132,1106028,0.01093641,91.63621185
1246,掌,手,12,132,1106160,0.01093641,91.64714826
1247,奧,大,13,132,1106292,0.01093641,91.65808467
1248,稻,禾,15,132,1106424,0.01093641,91.66902108
1249,丹,せ,4,131,1106555,0.01085356,91.67987464
1250,松,木,8,130,1106685,0.01077071,91.69064535
1251,抬,手,8,130,1106815,0.01077071,91.70141606
1252,揚,手,12,130,1106945,0.01077071,91.71218677
1253,潮,水,15,130,1107075,0.01077071,91.72295748
1254,犯,犬,5,129,1107204,0.01068786,91.73364534
1255,呈,口,7,129,1107333,0.01068786,91.74433320
1256,挑,手,9,129,1107462,0.01068786,91.75502106
1257,胞,肉,9,129,1107591,0.01068786,91.76570892
1258,貨,貝,11,129,1107720,0.01068786,91.77639678
1259,脫,肉,11,129,1107849,0.01068786,91.78708464
1260,嘛,口,14,129,1107978,0.01068786,91.79777250
1261,鈴,金,13,129,1108107,0.01068786,91.80846036
1262,藉,艸,18,129,1108236,0.01068786,91.81914822
1263,末,木,5,128,1108364,0.01060501,91.82975323
1264,君,口,7,128,1108492,0.01060501,91.84035824
1265,衝,行,15,128,1108620,0.01060501,91.85096325
1266,魯,魚,15,128,1108748,0.01060501,91.86156826
1267,鵝,鳥,18,128,1108876,0.01060501,91.87217327
1268,尖,小,6,127,1109003,0.01052216,91.88269543
1269,束,木,7,127,1109130,0.01052216,91.89321759
1270,恩,心,10,127,1109257,0.01052216,91.90373975
1271,胸,肉,10,127,1109384,0.01052216,91.91426191
1272,貌,豸,14,127,1109511,0.01052216,91.92478407
1273,臟,肉,22,127,1109638,0.01052216,91.93530623
1274,觸,角,20,127,1109765,0.01052216,91.94582839
1275,仁,人,4,126,1109891,0.01043930,91.95626769
1276,垂,土,9,126,1110017,0.01043930,91.96670699
1277,娃,女,9,126,1110143,0.01043930,91.97714629
1278,殊,歹,10,126,1110269,0.01043930,91.98758559
1279,概,木,13,126,1110395,0.01043930,91.99802489
1280,閱,門,15,126,1110521,0.01043930,92.00846419
1281,肚,肉,7,125,1110646,0.01035645,92.01882064
1282,祥,示,11,125,1110771,0.01035645,92.02917709
1283,閒,門,12,125,1110896,0.01035645,92.03953354
1284,蒸,艸,14,125,1111021,0.01035645,92.04988999
1285,璃,玉,15,125,1111146,0.01035645,92.06024644
1286,擦,手,17,125,1111271,0.01035645,92.07060289
1287,丟,一,6,124,1111395,0.01027360,92.08087649
1288,柱,木,9,124,1111519,0.01027360,92.09115009
1289,啟,の,11,124,1111643,0.01027360,92.10142369
1290,棉,木,12,124,1111767,0.01027360,92.11169729
1291,誕,言,15,124,1111891,0.01027360,92.12197089
1292,濃,水,16,124,1112015,0.01027360,92.13224449
1293,鹽,鹵,24,124,1112139,0.01027360,92.14251809
1294,爛,火,21,124,1112263,0.01027360,92.15279169
1295,憶,心,16,123,1112386,0.01019075,92.16298244
1296,甘,甘,5,123,1112509,0.01019075,92.17317319
1297,悲,心,12,123,1112632,0.01019075,92.18336394
1298,莊,艸,11,123,1112755,0.01019075,92.19355469
1299,蒂,艸,13,123,1112878,0.01019075,92.20374544
1300,玻,玉,9,123,1113001,0.01019075,92.21393619
1301,龜,龜,16,123,1113124,0.01019075,92.22412694
1302,檢,木,17,123,1113247,0.01019075,92.23431769
1303,卵,つ,7,122,1113369,0.01010790,92.24442559
1304,芬,艸,8,122,1113491,0.01010790,92.25453349
1305,徑,彳,10,122,1113613,0.01010790,92.26464139
1306,益,皿,10,122,1113735,0.01010790,92.27474929
1307,煙,火,13,122,1113857,0.01010790,92.28485719
1308,階,阜,12,122,1113979,0.01010790,92.29496509
1309,緣,糸,15,122,1114101,0.01010790,92.30507299
1310,歸,止,18,122,1114223,0.01010790,92.31518089
1311,宙,で,8,121,1114344,0.01002505,92.32520594
1312,股,肉,8,121,1114465,0.01002505,92.33523099
1313,捉,手,10,121,1114586,0.01002505,92.34525604
1314,旋,方,11,121,1114707,0.01002505,92.35528109
1315,鳳,鳥,14,121,1114828,0.01002505,92.36530614
1316,複,衣,15,121,1114949,0.01002505,92.37533119
1317,鄰,邑,15,121,1115070,0.01002505,92.38535624
1318,糕,米,16,121,1115191,0.01002505,92.39538129
1319,勵,力,17,121,1115312,0.01002505,92.40540634
1320,燃,火,16,121,1115433,0.01002505,92.41543139
1321,亡,ぞ,3,120,1115553,0.00994219,92.42537358
1322,臣,臣,6,120,1115673,0.00994219,92.43531577
1323,谷,谷,7,120,1115793,0.00994219,92.44525796
1324,律,彳,9,120,1115913,0.00994219,92.45520015
1325,陶,阜,11,120,1116033,0.00994219,92.46514234
1326,莫,艸,11,120,1116153,0.00994219,92.47508453
1327,膀,肉,14,119,1116272,0.00985934,92.48494387
1328,疑,疋,14,119,1116391,0.00985934,92.49480321
1329,聚,耳,14,119,1116510,0.00985934,92.50466255
1330,績,糸,17,119,1116629,0.00985934,92.51452189
1331,繪,糸,19,119,1116748,0.00985934,92.52438123
1332,飄,風,20,119,1116867,0.00985934,92.53424057
1333,昏,日,8,118,1116985,0.00977649,92.54401706
1334,涼,水,11,118,1117103,0.00977649,92.55379355
1335,累,糸,11,118,1117221,0.00977649,92.56357004
1336,途,ひ,11,118,1117339,0.00977649,92.57334653
1337,混,水,11,118,1117457,0.00977649,92.58312302
1338,港,水,12,118,1117575,0.00977649,92.59289951
1339,瑪,玉,14,118,1117693,0.00977649,92.60267600
1340,鋒,金,15,118,1117811,0.00977649,92.61245249
1341,融,虫,16,118,1117929,0.00977649,92.62222898
1342,隱,阜,17,118,1118047,0.00977649,92.63200547
1343,週,ひ,12,117,1118164,0.00969364,92.64169911
1344,酸,酉,14,117,1118281,0.00969364,92.65139275
1345,砍,石,9,117,1118398,0.00969364,92.66108639
1346,巢,と,11,117,1118515,0.00969364,92.67078003
1347,萊,艸,12,117,1118632,0.00969364,92.68047367
1348,坡,土,8,117,1118749,0.00969364,92.69016731
1349,浮,水,10,117,1118866,0.00969364,92.69986095
1350,輸,車,16,117,1118983,0.00969364,92.70955459
1351,址,土,7,116,1119099,0.00961079,92.71916538
1352,柔,木,9,116,1119215,0.00961079,92.72877617
1353,搬,手,13,116,1119331,0.00961079,92.73838696
1354,餓,食,15,116,1119447,0.00961079,92.74799775
1355,蝶,虫,15,116,1119563,0.00961079,92.75760854
1356,獸,犬,19,116,1119679,0.00961079,92.76721933
1357,汗,水,6,115,1119794,0.00952794,92.77674727
1358,曹,曰,11,115,1119909,0.00952794,92.78627521
1359,毫,毛,11,115,1120024,0.00952794,92.79580315
1360,棵,木,12,115,1120139,0.00952794,92.80533109
1361,嗯,口,13,115,1120254,0.00952794,92.81485903
1362,戴,戈,17,115,1120369,0.00952794,92.82438697
1363,鷹,鳥,24,115,1120484,0.00952794,92.83391491
1364,碎,石,13,114,1120598,0.00944508,92.84335999
1365,籃,竹,20,114,1120712,0.00944508,92.85280507
1366,延,に,8,113,1120825,0.00936223,92.86216730
1367,抗,手,7,113,1120938,0.00936223,92.87152953
1368,恭,心,10,113,1121051,0.00936223,92.88089176
1369,插,手,12,113,1121164,0.00936223,92.89025399
1370,塔,土,13,113,1121277,0.00936223,92.89961622
1371,鴨,鳥,16,113,1121390,0.00936223,92.90897845
1372,仿,人,6,112,1121502,0.00927938,92.91825783
1373,判,刀,7,112,1121614,0.00927938,92.92753721
1374,翅,羽,10,112,1121726,0.00927938,92.93681659
1375,愉,心,12,112,1121838,0.00927938,92.94609597
1376,晨,日,11,112,1121950,0.00927938,92.95537535
1377,蛙,虫,12,112,1122062,0.00927938,92.96465473
1378,慈,心,13,112,1122174,0.00927938,92.97393411
1379,耕,耒,10,111,1122285,0.00919653,92.98313064
1380,筋,竹,12,111,1122396,0.00919653,92.99232717
1381,漁,水,14,111,1122507,0.00919653,93.00152370
1382,燕,火,16,111,1122618,0.00919653,93.01072023
1383,騎,馬,18,111,1122729,0.00919653,93.01991676
1384,芳,艸,8,110,1122839,0.00911368,93.02903044
1385,偏,人,11,110,1122949,0.00911368,93.03814412
1386,訓,言,10,110,1123059,0.00911368,93.04725780
1387,敘,の,11,110,1123169,0.00911368,93.05637148
1388,陪,阜,11,110,1123279,0.00911368,93.06548516
1389,暑,日,12,110,1123389,0.00911368,93.07459884
1390,墨,黑,15,110,1123499,0.00911368,93.08371252
1391,燭,火,17,110,1123609,0.00911368,93.09282620
1392,臂,肉,17,110,1123719,0.00911368,93.10193988
1393,匹,っ,4,109,1123828,0.00903083,93.11097071
1394,佩,人,8,109,1123937,0.00903083,93.12000154
1395,迪,ひ,9,109,1124046,0.00903083,93.12903237
1396,秒,禾,9,109,1124155,0.00903083,93.13806320
1397,評,言,12,109,1124264,0.00903083,93.14709403
1398,塑,土,13,109,1124373,0.00903083,93.15612486
1399,輔,車,14,109,1124482,0.00903083,93.16515569
1400,磨,石,16,109,1124591,0.00903083,93.17418652
1401,螺,虫,17,109,1124700,0.00903083,93.18321735
1402,職,耳,18,109,1124809,0.00903083,93.19224818
1403,珊,玉,9,108,1124917,0.00894797,93.20119615
1404,誤,言,14,108,1125025,0.00894797,93.21014412
1405,奔,大,8,107,1125132,0.00886512,93.21900924
1406,拔,手,8,107,1125239,0.00886512,93.22787436
1407,析,木,8,107,1125346,0.00886512,93.23673948
1408,朗,月,10,107,1125453,0.00886512,93.24560460
1409,梯,木,11,107,1125560,0.00886512,93.25446972
1410,遭,ひ,15,107,1125667,0.00886512,93.26333484
1411,鬆,髟,18,107,1125774,0.00886512,93.27219996
1412,蘿,艸,23,107,1125881,0.00886512,93.28106508
1413,○,囗,1,106,1125987,0.00878227,93.28984735
1414,奉,大,8,106,1126093,0.00878227,93.29862962
1415,屆,尸,8,106,1126199,0.00878227,93.30741189
1416,霧,雨,19,106,1126305,0.00878227,93.31619416
1417,宋,で,7,106,1126411,0.00878227,93.32497643
1418,捨,手,11,106,1126517,0.00878227,93.33375870
1419,碰,石,13,106,1126623,0.00878227,93.34254097
1420,瞧,目,17,106,1126729,0.00878227,93.35132324
1421,炮,火,9,106,1126835,0.00878227,93.36010551
1422,礦,石,20,106,1126941,0.00878227,93.36888778
1423,凡,せ,3,105,1127046,0.00869942,93.37758720
1424,託,言,10,105,1127151,0.00869942,93.38628662
1425,略,田,11,105,1127256,0.00869942,93.39498604
1426,握,手,12,105,1127361,0.00869942,93.40368546
1427,闊,門,17,105,1127466,0.00869942,93.41238488
1428,副,刀,11,104,1127570,0.00861657,93.42100145
1429,脈,肉,10,104,1127674,0.00861657,93.42961802
1430,嘉,口,14,104,1127778,0.00861657,93.43823459
1431,廠,な,15,104,1127882,0.00861657,93.44685116
1432,衡,行,16,104,1127986,0.00861657,93.45546773
1433,川,と,3,103,1128089,0.00853372,93.46400145
1434,央,大,5,103,1128192,0.00853372,93.47253517
1435,丈,一,3,103,1128295,0.00853372,93.48106889
1436,彼,彳,8,103,1128398,0.00853372,93.48960261
1437,鬥,鬥,10,103,1128501,0.00853372,93.49813633
1438,雀,隹,11,103,1128604,0.00853372,93.50667005
1439,熊,火,14,103,1128707,0.00853372,93.51520377
1440,廟,な,15,103,1128810,0.00853372,93.52373749
1441,趙,走,14,103,1128913,0.00853372,93.53227121
1442,承,手,8,102,1129015,0.00845087,93.54072208
1443,扇,戶,10,102,1129117,0.00845087,93.54917295
1444,嘆,口,14,102,1129219,0.00845087,93.55762382
1445,憐,心,15,102,1129321,0.00845087,93.56607469
1446,噴,口,15,102,1129423,0.00845087,93.57452556
1447,囉,口,22,102,1129525,0.00845087,93.58297643
1448,穴,穴,5,101,1129626,0.00836801,93.59134444
1449,氏,氏,4,101,1129727,0.00836801,93.59971245
1450,托,手,6,101,1129828,0.00836801,93.60808046
1451,佈,人,7,101,1129929,0.00836801,93.61644847
1452,埋,土,10,101,1130030,0.00836801,93.62481648
1453,柴,木,10,101,1130131,0.00836801,93.63318449
1454,徐,彳,10,101,1130232,0.00836801,93.64155250
1455,壺,士,12,101,1130333,0.00836801,93.64992051
1456,番,田,12,101,1130434,0.00836801,93.65828852
1457,罪,网,13,101,1130535,0.00836801,93.66665653
1458,炎,火,8,100,1130635,0.00828516,93.67494169
1459,虛,虍,12,100,1130735,0.00828516,93.68322685
1460,蔔,艸,15,100,1130835,0.00828516,93.69151201
1461,賴,貝,16,100,1130935,0.00828516,93.69979717
1462,謎,言,17,100,1131035,0.00828516,93.70808233
1463,挖,手,9,99,1131134,0.00820231,93.71628464
1464,麥,麥,11,99,1131233,0.00820231,93.72448695
1465,塞,土,13,99,1131332,0.00820231,93.73268926
1466,椅,木,12,99,1131431,0.00820231,93.74089157
1467,縫,糸,17,99,1131530,0.00820231,93.74909388
1468,擠,手,17,99,1131629,0.00820231,93.75729619
1469,穫,禾,19,99,1131728,0.00820231,93.76549850
1470,哲,口,10,98,1131826,0.00811946,93.77361796
1471,飽,食,13,98,1131924,0.00811946,93.78173742
1472,曉,日,16,98,1132022,0.00811946,93.78985688
1473,頸,頁,16,98,1132120,0.00811946,93.79797634
1474,蟻,虫,19,98,1132218,0.00811946,93.80609580
1475,吐,口,6,97,1132315,0.00803661,93.81413241
1476,妮,女,8,97,1132412,0.00803661,93.82216902
1477,攝,手,21,97,1132509,0.00803661,93.83020563
1478,莖,艸,11,97,1132606,0.00803661,93.83824224
1479,蜜,虫,14,97,1132703,0.00803661,93.84627885
1480,晶,日,12,97,1132800,0.00803661,93.85431546
1481,紫,糸,12,97,1132897,0.00803661,93.86235207
1482,飾,食,13,97,1132994,0.00803661,93.87038868
1483,猩,犬,12,97,1133091,0.00803661,93.87842529
1484,廢,な,15,97,1133188,0.00803661,93.88646190
1485,橡,木,16,97,1133285,0.00803661,93.89449851
1486,邀,ひ,17,97,1133382,0.00803661,93.90253512
1487,黏,黍,17,97,1133479,0.00803661,93.91057173
1488,帽,巾,12,97,1133576,0.00803661,93.91860834
1489,孟,子,8,96,1133672,0.00795376,93.92656210
1490,曆,日,16,96,1133768,0.00795376,93.93451586
1491,庫,な,10,96,1133864,0.00795376,93.94246962
1492,零,雨,13,96,1133960,0.00795376,93.95042338
1493,寧,で,14,96,1134056,0.00795376,93.95837714
1494,芽,艸,8,96,1134152,0.00795376,93.96633090
1495,叢,又,18,96,1134248,0.00795376,93.97428466
1496,覆,襾,18,96,1134344,0.00795376,93.98223842
1497,京,ぞ,8,95,1134439,0.00787090,93.99010932
1498,耐,而,9,95,1134534,0.00787090,93.99798022
1499,腹,肉,13,95,1134629,0.00787090,94.00585112
1500,夕,夕,3,94,1134723,0.00778805,94.01363917
1501,擇,手,16,94,1134817,0.00778805,94.02142722
1502,胃,肉,9,94,1134911,0.00778805,94.02921527
1503,筒,竹,12,94,1135005,0.00778805,94.03700332
1504,軸,車,12,94,1135099,0.00778805,94.04479137
1505,漫,水,14,94,1135193,0.00778805,94.05257942
1506,惠,心,12,94,1135287,0.00778805,94.06036747
1507,鑽,金,27,94,1135381,0.00778805,94.06815552
1508,瓦,瓦,5,93,1135474,0.00770520,94.07586072
1509,恆,心,9,93,1135567,0.00770520,94.08356592
1510,祭,示,11,93,1135660,0.00770520,94.09127112
1511,跡,足,13,93,1135753,0.00770520,94.09897632
1512,蟹,虫,19,93,1135846,0.00770520,94.10668152
1513,灌,水,21,93,1135939,0.00770520,94.11438672
1514,妖,女,7,92,1136031,0.00762235,94.12200907
1515,咬,口,9,92,1136123,0.00762235,94.12963142
1516,甜,甘,11,92,1136215,0.00762235,94.13725377
1517,搭,手,13,92,1136307,0.00762235,94.14487612
1518,矮,矢,13,92,1136399,0.00762235,94.15249847
1519,棲,木,12,91,1136490,0.00753950,94.16003797
1520,策,竹,12,91,1136581,0.00753950,94.16757747
1521,慌,心,13,91,1136672,0.00753950,94.17511697
1522,監,皿,14,91,1136763,0.00753950,94.18265647
1523,羽,羽,6,90,1136853,0.00745665,94.19011312
1524,忠,心,8,90,1136943,0.00745665,94.19756977
1525,諸,言,15,90,1137033,0.00745665,94.20502642
1526,耶,耳,9,90,1137123,0.00745665,94.21248307
1527,猛,犬,11,90,1137213,0.00745665,94.21993972
1528,損,手,13,90,1137303,0.00745665,94.22739637
1529,殖,歹,12,90,1137393,0.00745665,94.23485302
1530,埃,土,10,90,1137483,0.00745665,94.24230967
1531,膚,肉,15,90,1137573,0.00745665,94.24976632
1532,擁,手,16,90,1137663,0.00745665,94.25722297
1533,井,二,4,89,1137752,0.00737379,94.26459676
1534,哺,口,10,89,1137841,0.00737379,94.27197055
1535,蜂,虫,13,89,1137930,0.00737379,94.27934434
1536,舅,臼,13,89,1138019,0.00737379,94.28671813
1537,懶,心,19,89,1138108,0.00737379,94.29409192
1538,墓,土,14,89,1138197,0.00737379,94.30146571
1539,鉛,金,13,89,1138286,0.00737379,94.30883950
1540,劍,刀,15,89,1138375,0.00737379,94.31621329
1541,蕭,艸,16,89,1138464,0.00737379,94.32358708
1542,翠,羽,14,89,1138553,0.00737379,94.33096087
1543,沖,水,7,88,1138641,0.00729094,94.33825181
1544,貧,貝,11,88,1138729,0.00729094,94.34554275
1545,嫁,女,13,88,1138817,0.00729094,94.35283369
1546,綱,糸,14,88,1138905,0.00729094,94.36012463
1547,蔡,艸,15,88,1138993,0.00729094,94.36741557
1548,賓,貝,14,88,1139081,0.00729094,94.37470651
1549,撞,手,15,88,1139169,0.00729094,94.38199745
1550,爵,爪,17,88,1139257,0.00729094,94.38928839
1551,麵,麥,20,88,1139345,0.00729094,94.39657933
1552,耀,羽,20,88,1139433,0.00729094,94.40387027
